Ojibwe,English,Words w/ Ambiguity,Pre-disambiguation CG Output,Expected CG Output,Notes
Mooshkinatoon gizhaabikizigan gabe-dibik ji-biskaneg.,Fill the stove so the fire will go all night.,"""<mooshkinatoon>""
	""mooshkinatoon"" VTI Imp Sim 2SgSubj 0SgObj
	""mooshkinatoon"" VTI Imp Sim 2SgSubj 0PlObj
""<gabe-dibik>""
	""gabe-dibik"" ADVTmp
	""dibik"" PVLex/gabe ADVTmp
""<ji-biskaneg>""
	""biskane"" PVTense/daa VII Cnj Pos Neu 0SgSubj
	""biskane"" PVTense/ga VII Cnj Pos Neu 0SgSubj
	""biskane"" PVTense/daa VII Cnj Pos Neu 0PlSubj
	""biskane"" PVTense/ga VII Cnj Pos Neu 0PlSubj","""<mooshkinatoon>""
	""mooshkinatoon"" VTI Imp Sim 2SgSubj 0SgObj
	""mooshkinatoon"" VTI Imp Sim 2SgSubj 0PlObj
""<gizhaabikizigan>""
	""gizhaabikizigan"" NI Sg
""<gabe-dibik>""
	""gabe-dibik"" ADVTmp
	""dibik"" PVLex/gabe ADVTmp
""<ji-biskaneg>""
	""biskane"" PVTense/daa VII Cnj Pos Neu 0SgSubj
	""biskane"" PVTense/ga VII Cnj Pos Neu 0SgSubj
	""biskane"" PVTense/daa VII Cnj Pos Neu 0PlSubj
	""biskane"" PVTense/ga VII Cnj Pos Neu 0PlSubj
""<.>""
","""<mooshkinatoon>""
	""mooshkinatoon"" VTI Imp Sim 2SgSubj 0SgObj
	""mooshkinatoon"" VTI Imp Sim 2SgSubj 0PlObj
""<gizhaabikizigan>""
	""gizhaabikizigan"" NI Sg
""<gabe-dibik>""
	""gabe-dibik"" ADVTmp
	""dibik"" PVLex/gabe ADVTmp
""<ji-biskaneg>""
	""biskane"" PVTense/daa VII Cnj Pos Neu 0SgSubj
	""biskane"" PVTense/ga VII Cnj Pos Neu 0SgSubj
	""biskane"" PVTense/daa VII Cnj Pos Neu 0PlSubj
	""biskane"" PVTense/ga VII Cnj Pos Neu 0PlSubj
""<.>""
",
Gabe-dibik ogii-takagonjidoon odoodooshaaboom.,She cooled off her jug of milk in the water overnight.,"""<gabe-dibik>""
	""gabe-dibik"" ADVTmp
	""dibik"" PVLex/gabe ADVTmp
""<odoodooshaaboom>""
	""doodooshaaboo"" NI Poss Sg 3SgProxPoss
	""doodooshaabo"" NI Poss Sg 3SgProxPoss","""<gabe-dibik>""
	""gabe-dibik"" ADVTmp
	""dibik"" PVLex/gabe ADVTmp
""<ogii-takagonjidoon>""
	""dakagonjidoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<odoodooshaaboom>""
	""doodooshaaboo"" NI Poss Sg 3SgProxPoss
	""doodooshaabo"" NI Poss Sg 3SgProxPoss
""<.>""
","""<gabe-dibik>""
	""gabe-dibik"" ADVTmp
	""dibik"" PVLex/gabe ADVTmp
""<ogii-takagonjidoon>""
	""dakagonjidoon"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<odoodooshaaboom>""
	""doodooshaaboo"" NI Poss Sg 3SgProxPoss
	""doodooshaabo"" NI Poss Sg 3SgProxPoss
""<.>""
",
Aaniin enaabadak.,What's it for?,"""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<enaabadak>""
	""inaabadad"" VII Pcp Pos Neu 0SgSubj 0SgHead
""<.>""
","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<enaabadak>""
	""inaabadad"" VII Pcp Pos Neu 0SgSubj 0SgHead
""<.>""
",
Aaniin enaabadak o'owe zhaabonigan. / Mii owe ayaabajitoowaan gii-zhingibinagwaa amikwayaanag.,What is this needle used for? / This is the one I use for putting beaver hides on hoops.,"""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<enaabadak>""
	""inaabadad"" VII Pcp Pos Neu 0SgSubj 0SgHead
""<o'owe>""
	""o'owe"" PRONDem
""<zhaabonigan>""
	""zhaabonigan"" NI Sg
""<.>""

""</>""

""<mii>""
	""mii"" ADVPred
""<owe>""
	""owe"" PRONDem
""<ayaabajitoowaan>""

""<gii-zhingibinagwaa>""

""<amikwayaanag>""
	""amikwayaan"" NA ProxPl
""<.>""
","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<enaabadak>""
	""inaabadad"" VII Pcp Pos Neu 0SgSubj 0SgHead
""<o'owe>""
	""o'owe"" PRONDem
""<zhaabonigan>""
	""zhaabonigan"" NI Sg
""<.>""

""</>""

""<mii>""
	""mii"" ADVPred
""<owe>""
	""owe"" PRONDem
""<ayaabajitoowaan>""

""<gii-zhingibinagwaa>""

""<amikwayaanag>""
	""amikwayaan"" NA ProxPl
""<.>""
",
Minjimenim 'aw gidaangoshenh waa-tibishkang.,Remember your sister-in-law is going to have a birthday.,"""<minjimenim>""
	""minjimenim"" VTA Imp Sim 2SgSubj 3SgProxObj
	""minjimenim"" VTA Imp Sim 2SgSubj 3PlProxObj
""<waa-tibishkang>""
	""dibishkam"" PVTense/wii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""dibishkam"" PVTense/wii VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead","""<minjimenim>""
	""minjimenim"" VTA Imp Sim 2SgSubj 3SgProxObj
	""minjimenim"" VTA Imp Sim 2SgSubj 3PlProxObj
""<'aw>""
	""'aw"" PRONDem
""<gidaangoshenh>""
	""daangosheny"" NAD ProxSg 2SgPoss
""<waa-tibishkang>""
	""dibishkam"" PVTense/wii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""dibishkam"" PVTense/wii VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead
""<.>""
","""<minjimenim>""
	""minjimenim"" VTA Imp Sim 2SgSubj 3SgProxObj
	""minjimenim"" VTA Imp Sim 2SgSubj 3PlProxObj
""<'aw>""
	""'aw"" PRONDem
""<gidaangoshenh>""
	""daangosheny"" NAD ProxSg 2SgPoss
""<waa-tibishkang>""
	""dibishkam"" PVTense/wii VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""dibishkam"" PVTense/wii VAI Pcp Pos Neu 3PlProxSubj 3PlProxHead
""<.>""
",
Gichi-zaasaakwe awe mindimooyenh epiichi-jiikimigod iniw dewe'iganan miinawaa negamonid.,The old lady gave a loud war whoop she was so happy to hear the drum and the singers.,"""<gichi-zaasaakwe>""
	""zaasaakwe"" PVLex/chi VAI Ind Pos Neu 2SgSubj
	""zaasaakwe"" PVLex/gichi VAI Ind Pos Neu 3SgProxSubj
""<dewe'iganan>""
	""dewe'igan"" NA ObvPl
	""dewe'igan"" NA ObvSg","""<gichi-zaasaakwe>""
	""zaasaakwe"" PVLex/chi VAI Ind Pos Neu 2SgSubj
	""zaasaakwe"" PVLex/gichi VAI Ind Pos Neu 3SgProxSubj
""<awe>""

""<mindimooyenh>""
	""mindimooyenh"" NA ProxSg
""<epiichi-jiikimigod>""

""<iniw>""
	""iniw"" PRONDem
""<dewe'iganan>""
	""dewe'igan"" NA ObvPl
	""dewe'igan"" NA ObvSg
""<miinawaa>""
	""miinawaa"" ADVConj
""<negamonid>""

""<.>""
","""<gichi-zaasaakwe>""
	""zaasaakwe"" PVLex/chi VAI Ind Pos Neu 2SgSubj
	""zaasaakwe"" PVLex/gichi VAI Ind Pos Neu 3SgProxSubj
""<awe>""

""<mindimooyenh>""
	""mindimooyenh"" NA ProxSg
""<epiichi-jiikimigod>""

""<iniw>""
	""iniw"" PRONDem
""<dewe'iganan>""
	""dewe'igan"" NA ObvPl
	""dewe'igan"" NA ObvSg
""<miinawaa>""
	""miinawaa"" ADVConj
""<negamonid>""

""<.>""
",
Mii 'iw zhaangaso-diba'iganeg ji-madwesidood 'iw godotaagan.,At nine o'clock he's going to ring the bell.,"""<zhaangaso-diba'iganeg>""
	""zhaangaso-diba'igane"" VII Cnj Pos Neu 0SgSubj
	""diba'igane"" PVQnt/zhaangaso VII Cnj Pos Neu 0SgSubj
	""zhaangaso-diba'igane"" VII Cnj Pos Neu 0PlSubj
	""diba'igane"" PVQnt/zhaangaso VII Cnj Pos Neu 0PlSubj
""<ji-madwesidood>""
	""madwesidoon"" PVTense/daa VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""madwesidoon"" PVTense/ga VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""madwesidoon"" PVTense/daa VTI Cnj Pos Neu 3SgProxSubj 0PlObj
	""madwesidoon"" PVTense/ga VTI Cnj Pos Neu 3SgProxSubj 0PlObj","""<mii>""
	""mii"" ADVPred
""<'iw>""

""<zhaangaso-diba'iganeg>""
	""zhaangaso-diba'igane"" VII Cnj Pos Neu 0SgSubj
	""diba'igane"" PVQnt/zhaangaso VII Cnj Pos Neu 0SgSubj
	""zhaangaso-diba'igane"" VII Cnj Pos Neu 0PlSubj
	""diba'igane"" PVQnt/zhaangaso VII Cnj Pos Neu 0PlSubj
""<ji-madwesidood>""
	""madwesidoon"" PVTense/daa VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""madwesidoon"" PVTense/ga VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""madwesidoon"" PVTense/daa VTI Cnj Pos Neu 3SgProxSubj 0PlObj
	""madwesidoon"" PVTense/ga VTI Cnj Pos Neu 3SgProxSubj 0PlObj
""<'iw>""

""<godotaagan>""
	""godotaagan"" NI Sg
""<.>""
","""<mii>""
	""mii"" ADVPred
""<'iw>""

""<zhaangaso-diba'iganeg>""
	""zhaangaso-diba'igane"" VII Cnj Pos Neu 0SgSubj
	""diba'igane"" PVQnt/zhaangaso VII Cnj Pos Neu 0SgSubj
	""zhaangaso-diba'igane"" VII Cnj Pos Neu 0PlSubj
	""diba'igane"" PVQnt/zhaangaso VII Cnj Pos Neu 0PlSubj
""<ji-madwesidood>""
	""madwesidoon"" PVTense/daa VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""madwesidoon"" PVTense/ga VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""madwesidoon"" PVTense/daa VTI Cnj Pos Neu 3SgProxSubj 0PlObj
	""madwesidoon"" PVTense/ga VTI Cnj Pos Neu 3SgProxSubj 0PlObj
""<'iw>""

""<godotaagan>""
	""godotaagan"" NI Sg
""<.>""
",
Miziwe gii-izhaa omaa godagiing gii-anda-gikenimaad aandi gaa-izhi-gozinid.,He went all over the neighborhood trying to find out where they moved to.,"""<gaa-izhi-gozinid>""
	""PVRel/izhi"" PVSub/gaa gozi VAI Cnj Pos Neu 3PlObvSubj
	""PVRel/izhi"" PVSub/gaa gozi VAI Cnj Pos Neu 3SgObvSubj","""<miziwe>""
	""miziwe"" ADVLoc
""<gii-izhaa>""
	""izhaa"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<omaa>""
	""omaa"" ADVLoc
""<godagiing>""
	""godagii"" VAI Cnj Pos Neu XSubj
""<gii-anda-gikenimaad>""

""<aandi>""
	""aandi"" ADVInter
""<gaa-izhi-gozinid>""
	""PVRel/izhi"" PVSub/gaa gozi VAI Cnj Pos Neu 3PlObvSubj
	""PVRel/izhi"" PVSub/gaa gozi VAI Cnj Pos Neu 3SgObvSubj
""<.>""
","""<miziwe>""
	""miziwe"" ADVLoc
""<gii-izhaa>""
	""izhaa"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<omaa>""
	""omaa"" ADVLoc
""<godagiing>""
	""godagii"" VAI Cnj Pos Neu XSubj
""<gii-anda-gikenimaad>""

""<aandi>""
	""aandi"" ADVInter
""<gaa-izhi-gozinid>""
	""PVRel/izhi"" PVSub/gaa gozi VAI Cnj Pos Neu 3PlObvSubj
	""PVRel/izhi"" PVSub/gaa gozi VAI Cnj Pos Neu 3SgObvSubj
""<.>""
",
Miziwe nibabaa-wiijitwaa anishinaabemowin dazhiikigaadeg.,I'm helping out everywhere with revitalizing the Native language.,"""<dazhiikigaadeg>""
	""dazhiikigaade"" VII Cnj Pos Neu 0SgSubj
	""dazhiikigaade"" VII Cnj Pos Neu 0PlSubj","""<miziwe>""
	""miziwe"" ADVLoc
""<nibabaa-wiijitwaa>""
	""wiijitwaa"" PVDir/babaa VAI Ind Pos Neu 1SgSubj
""<anishinaabemowin>""
	""anishinaabemowin"" NI Sg
""<dazhiikigaadeg>""
	""dazhiikigaade"" VII Cnj Pos Neu 0SgSubj
	""dazhiikigaade"" VII Cnj Pos Neu 0PlSubj
""<.>""
","""<miziwe>""
	""miziwe"" ADVLoc
""<nibabaa-wiijitwaa>""
	""wiijitwaa"" PVDir/babaa VAI Ind Pos Neu 1SgSubj
""<anishinaabemowin>""
	""anishinaabemowin"" NI Sg
""<dazhiikigaadeg>""
	""dazhiikigaade"" VII Cnj Pos Neu 0SgSubj
	""dazhiikigaade"" VII Cnj Pos Neu 0PlSubj
""<.>""
",
Ningii-ayaaminaaban gii-gichi-ziigibiisaag. Miziwe gii-mooshka'an.,We were in a cloudburst at one time. Everything was flooded.,"""<ningii-ayaaminaaban>""
	""ayaa"" PVTense/gii VAI Ind Pos Prt ExclSubj
	""ayaan"" PVTense/gii VTI Ind Pos Prt ExclSubj 0SgObj","""<ningii-ayaaminaaban>""
	""ayaa"" PVTense/gii VAI Ind Pos Prt ExclSubj
	""ayaan"" PVTense/gii VTI Ind Pos Prt ExclSubj 0SgObj
""<gii-gichi-ziigibiisaag>""

""<.>""

""<miziwe>""
	""miziwe"" ADVLoc
""<gii-mooshka'an>""
	""mooshka'an"" PVTense/gii VII Ind Pos Neu 0SgSubj
""<.>""
","""<ningii-ayaaminaaban>""
	""ayaa"" PVTense/gii VAI Ind Pos Prt ExclSubj
	""ayaan"" PVTense/gii VTI Ind Pos Prt ExclSubj 0SgObj
""<gii-gichi-ziigibiisaag>""

""<.>""

""<miziwe>""
	""miziwe"" ADVLoc
""<gii-mooshka'an>""
	""mooshka'an"" PVTense/gii VII Ind Pos Neu 0SgSubj
""<.>""
",
Gii-bitikonidizo awe wezhikodangiban iwe okij gaa-onji-giizhikawaasig ini opwaaganan.,The guy that was carving the pipe stem cut himself and that's why he didn't finish the pipe.,"""<opwaaganan>""
	""opwaagan"" NA ObvPl
	""opwaagan"" NA ObvSg","""<gii-bitikonidizo>""

""<awe>""

""<wezhikodangiban>""

""<iwe>""

""<okij>""
	""okij"" NI Sg
""<gaa-onji-giizhikawaasig>""

""<ini>""

""<opwaaganan>""
	""opwaagan"" NA ObvPl
	""opwaagan"" NA ObvSg
""<.>""
","""<gii-bitikonidizo>""

""<awe>""

""<wezhikodangiban>""

""<iwe>""

""<okij>""
	""okij"" NI Sg
""<gaa-onji-giizhikawaasig>""

""<ini>""

""<opwaaganan>""
	""opwaagan"" NA ObvPl
	""opwaagan"" NA ObvSg
""<.>""
",
Onandoojiinaan 'iw biskanebijigaans.  | Ogii-mikoojiinaan ina?,He's feeling around for his flashlight. | Did he find it?,"""<onandoojiinaan>""
	""andoojiin"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""nandoojiin"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""andoojiin"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""nandoojiin"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""andoojiinan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
	""nandoojiinan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ogii-mikoojiinaan>""
	""mikoojiin"" PVTense/gii VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""mikoojiin"" PVTense/gii VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""mikoojiinan"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj","""<onandoojiinaan>""
	""andoojiin"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""nandoojiin"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""andoojiin"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""nandoojiin"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""andoojiinan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
	""nandoojiinan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<'iw>""

""<biskanebijigaans>""

""<.>""

""<|>""

""<ogii-mikoojiinaan>""
	""mikoojiin"" PVTense/gii VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""mikoojiin"" PVTense/gii VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""mikoojiinan"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ina>""
	""ina"" PCDisc
""<?>""
","""<onandoojiinaan>""
	""andoojiin"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""nandoojiin"" VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""andoojiin"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""nandoojiin"" VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""andoojiinan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
	""nandoojiinan"" VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<'iw>""

""<biskanebijigaans>""

""<.>""

""<|>""

""<ogii-mikoojiinaan>""
	""mikoojiin"" PVTense/gii VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""mikoojiin"" PVTense/gii VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""mikoojiinan"" PVTense/gii VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ina>""
	""ina"" PCDisc
""<?>""
",
Onjida go gii-toodam gii-kawa'ang iwe agwaakwa'igan.,He chopped down that signpost intentionally.,"""<gii-kawa'ang>""
	""gawa'an"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""gawa'an"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0PlObj","""<onjida>""
	""onjida"" ADVMan
""<go>""
	""go"" PCDisc
""<gii-toodam>""
	""doodam"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<gii-kawa'ang>""
	""gawa'an"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""gawa'an"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0PlObj
""<iwe>""

""<agwaakwa'igan>""
	""agwaakwa'igan"" NI Sg
""<.>""
","""<onjida>""
	""onjida"" ADVMan
""<go>""
	""go"" PCDisc
""<gii-toodam>""
	""doodam"" PVTense/gii VAI Ind Pos Neu 3SgProxSubj
""<gii-kawa'ang>""
	""gawa'an"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0SgObj
	""gawa'an"" PVTense/gii VTI Cnj Pos Neu 3SgProxSubj 0PlObj
""<iwe>""

""<agwaakwa'igan>""
	""agwaakwa'igan"" NI Sg
""<.>""
",
Na'egaaj igo ogii-izhi-zhooshkonaan ini asiniin.,He slid the stone rather easily.,"""<ogii-izhi-zhooshkonaan>""
	""PVRel/izhi"" PVTense/gii zhooshkon VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""PVRel/izhi"" PVTense/gii zhooshkon VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""PVRel/izhi"" PVTense/gii zhooshkonan VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<asiniin>""
	""asin"" NA ObvSg
	""asin"" NA ObvPl","""<na'egaaj>""
	""na'egaaj"" ADVMan
""<igo>""
	""igo"" PCEmph
""<ogii-izhi-zhooshkonaan>""
	""PVRel/izhi"" PVTense/gii zhooshkon VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""PVRel/izhi"" PVTense/gii zhooshkon VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""PVRel/izhi"" PVTense/gii zhooshkonan VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ini>""

""<asiniin>""
	""asin"" NA ObvSg
	""asin"" NA ObvPl
""<.>""
","""<na'egaaj>""
	""na'egaaj"" ADVMan
""<igo>""
	""igo"" PCEmph
""<ogii-izhi-zhooshkonaan>""
	""PVRel/izhi"" PVTense/gii zhooshkon VTA Ind Pos Neu 3SgProxSubj 3SgObvObj
	""PVRel/izhi"" PVTense/gii zhooshkon VTA Ind Pos Neu 3SgProxSubj 3PlObvObj
	""PVRel/izhi"" PVTense/gii zhooshkonan VTI Ind Pos Neu 3SgProxSubj 0SgObj
""<ini>""

""<asiniin>""
	""asin"" NA ObvSg
	""asin"" NA ObvPl
""<.>""
",
Aaniin miinawaa enaanagidooned.,What is he mouthing off about now?,"""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<miinawaa>""
	""miinawaa"" ADVConj
""<enaanagidooned>""
	""inaanagidoone"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<miinawaa>""
	""miinawaa"" ADVConj
""<enaanagidooned>""
	""inaanagidoone"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
",
Omaanikaagon gizhaatewin gaa-onji-dewikwed Shirley.,Shirley has a headache because of the heat.,"""<gaa-onji-dewikwed>""
	""PVRel/onji"" PVSub/gaa dewikwe VAI Cnj Pos Neu 3SgProxSubj
	""PVRel/onji"" PVTense/gii dewikwe VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead","""<omaanikaagon>""

""<gizhaatewin>""
	""gizhaatewin"" NI Sg
""<gaa-onji-dewikwed>""
	""PVRel/onji"" PVSub/gaa dewikwe VAI Cnj Pos Neu 3SgProxSubj
	""PVRel/onji"" PVTense/gii dewikwe VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<shirley>""

""<.>""
","""<omaanikaagon>""

""<gizhaatewin>""
	""gizhaatewin"" NI Sg
""<gaa-onji-dewikwed>""
	""PVRel/onji"" PVSub/gaa dewikwe VAI Cnj Pos Neu 3SgProxSubj
	""PVRel/onji"" PVTense/gii dewikwe VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<shirley>""

""<.>""
",
Maagoshkan ji-gibichibizoyan.,Step on your brakes to stop.,"""<maagoshkan>""
	""maagoshkan"" VTI Imp Sim 2SgSubj 0SgObj
	""maagoshkan"" VTI Imp Sim 2SgSubj 0PlObj
""<ji-gibichibizoyan>""
	""gibichibizo"" PVTense/daa VAI Cnj Pos Neu 2SgSubj
	""gibichibizo"" PVTense/ga VAI Cnj Pos Neu 2SgSubj","""<maagoshkan>""
	""maagoshkan"" VTI Imp Sim 2SgSubj 0SgObj
	""maagoshkan"" VTI Imp Sim 2SgSubj 0PlObj
""<ji-gibichibizoyan>""
	""gibichibizo"" PVTense/daa VAI Cnj Pos Neu 2SgSubj
	""gibichibizo"" PVTense/ga VAI Cnj Pos Neu 2SgSubj
""<.>""
","""<maagoshkan>""
	""maagoshkan"" VTI Imp Sim 2SgSubj 0SgObj
	""maagoshkan"" VTI Imp Sim 2SgSubj 0PlObj
""<ji-gibichibizoyan>""
	""gibichibizo"" PVTense/daa VAI Cnj Pos Neu 2SgSubj
	""gibichibizo"" PVTense/ga VAI Cnj Pos Neu 2SgSubj
""<.>""
",
Awiya awasi-baawitig danwewezigewag.,There's somebody shooting on the other side of the rapids.,"""<awasi-baawitig>""
	""PNLex/awasi"" baawitig NI Sg
	""awasi-baawitig"" ADVLoc","""<awiya>""
	""awiya"" PRONIndf
""<awasi-baawitig>""
	""PNLex/awasi"" baawitig NI Sg
	""awasi-baawitig"" ADVLoc
""<danwewezigewag>""
	""danwewezige"" VAI Ind Pos Neu 3PlProxSubj
""<.>""
","""<awiya>""
	""awiya"" PRONIndf
""<awasi-baawitig>""
	""PNLex/awasi"" baawitig NI Sg
	""awasi-baawitig"" ADVLoc
""<danwewezigewag>""
	""danwewezige"" VAI Ind Pos Neu 3PlProxSubj
""<.>""
",
Gii'-agaashiinyensi nindaanikoobijigan gaa-gii'-nitaawiigid. Gii'-niso-dibaabiishkoojiganezi eta awashime.,My great-grandchild was so small when he was born. He only weighed a little over three pounds.,"""<gii'-niso-dibaabiishkoojiganezi>""
	""niso-dibaabiishkoojiganezi"" PVTense/gii' VAI Ind Pos Neu 3SgProxSubj
	""PVQnt/niso"" PVTense/gii' dibaabiishkoojiganezi VAI Ind Pos Neu 3SgProxSubj","""<gii'-agaashiinyensi>""
	""agaashiinyensi"" PVTense/gii' VAI Ind Pos Neu 3SgProxSubj
""<nindaanikoobijigan>""
	""aanikoobijigan"" NA ProxSg 1SgPoss
""<gaa-gii'-nitaawiigid>""

""<.>""

""<gii'-niso-dibaabiishkoojiganezi>""
	""niso-dibaabiishkoojiganezi"" PVTense/gii' VAI Ind Pos Neu 3SgProxSubj
	""PVQnt/niso"" PVTense/gii' dibaabiishkoojiganezi VAI Ind Pos Neu 3SgProxSubj
""<eta>""
	""eta"" AVDDeg
""<awashime>""
	""awashime"" AVDDeg
""<.>""
","""<gii'-agaashiinyensi>""
	""agaashiinyensi"" PVTense/gii' VAI Ind Pos Neu 3SgProxSubj
""<nindaanikoobijigan>""
	""aanikoobijigan"" NA ProxSg 1SgPoss
""<gaa-gii'-nitaawiigid>""

""<.>""

""<gii'-niso-dibaabiishkoojiganezi>""
	""niso-dibaabiishkoojiganezi"" PVTense/gii' VAI Ind Pos Neu 3SgProxSubj
	""PVQnt/niso"" PVTense/gii' dibaabiishkoojiganezi VAI Ind Pos Neu 3SgProxSubj
""<eta>""
	""eta"" AVDDeg
""<awashime>""
	""awashime"" AVDDeg
""<.>""
",
Aaniin ezhi-wiinzod awedi ikwe nemadabid.,What's that name of that lady sitting over there.,"""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<ezhi-wiinzod>""
	""izhi-wiinzo"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""wiinzo"" PVRel/izhi VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<ezhi-wiinzod>""
	""izhi-wiinzo"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""wiinzo"" PVRel/izhi VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<awedi>""
	""awedi"" PRONDem
""<ikwe>""
	""ikwe"" NA ProxSg
""<nemadabid>""
	""namadabi"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
","""<aaniin>""
	""aaniin"" PCInterj
	""aaniin"" ADVInter
""<ezhi-wiinzod>""
	""izhi-wiinzo"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
	""wiinzo"" PVRel/izhi VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<awedi>""
	""awedi"" PRONDem
""<ikwe>""
	""ikwe"" NA ProxSg
""<nemadabid>""
	""namadabi"" VAI Pcp Pos Neu 3SgProxSubj 3SgProxHead
""<.>""
",
