ojibwe,english,word_with_ambiguity,fst_readings
Obagidenimaan odaabaanan; onzaam gaawiin waabisii geyaabi ji-bimibizod.,He's giving up his car because he doesn't see well enough anymore to drive.,"{'word_form': 'obagidenimaan', 'fst_analyses': ['bagidenim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'bagidenim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}","[{'word_form': 'obagidenimaan', 'fst_analyses': ['bagidenim+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'bagidenim+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'odaabaanan;', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'waabisii', 'fst_analyses': ['waabi+VAI+Ind+Neg+Neu+3SgProxSubj']}, {'word_form': 'geyaabi', 'fst_analyses': ['geyaabi+ADVTmp']}, {'word_form': 'ji-bimibizod', 'fst_analyses': ['PVTense/daa+bimibizo+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/ga+bimibizo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Ngii-mikawaa asiniins imaa jiigibiig.,I found a stone by the lake.,"{'word_form': 'asiniins', 'fst_analyses': ['asiniins+NA+ProxSg', 'asin+NA+Dim+ProxSg']}","[{'word_form': 'ngii-mikawaa', 'fst_analyses': ['PVTense/gii+mikaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'asiniins', 'fst_analyses': ['asiniins+NA+ProxSg', 'asin+NA+Dim+ProxSg']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'jiigibiig', 'fst_analyses': ['jiigibiig+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]"
Nimiigaadaan indakiim ji-ganawendamaan.,I'm fighting to keep my land.,"{'word_form': 'ji-ganawendamaan', 'fst_analyses': ['PVTense/daa+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'PVTense/ga+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'PVTense/daa+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/ga+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj']}","[{'word_form': 'nimiigaadaan', 'fst_analyses': ['miigaadan+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'indakiim', 'fst_analyses': ['aki+NI+Poss+Sg+1SgPoss']}, {'word_form': 'ji-ganawendamaan', 'fst_analyses': ['PVTense/daa+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'PVTense/ga+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj', 'PVTense/daa+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/ga+ganawendan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]"
Gaawiin ganabaj giiyaabi da-mino-izhiwebasinoon omaa miziwe akiing. Anooj izhiwebad. Gichi-gagotaamigwad miinawaa miigaading.,I don't think we'll see any good events on this earth. Many things are happening. There are bad storms and war happening.,"{'word_form': 'da-mino-izhiwebasinoon', 'fst_analyses': ['PVTense/ga+mino-izhiwebad+VII+Ind+Neg+Neu+0PlSubj', 'PVTense/ga+PVLex/mino+izhiwebad+VII+Ind+Neg+Neu+0PlSubj', 'PVTense/ga+mino-izhiwebad+VII+Ind+Neg+Neu+0SgSubj', 'PVTense/ga+PVLex/mino+izhiwebad+VII+Ind+Neg+Neu+0SgSubj']}","[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'giiyaabi', 'fst_analyses': ['giiyaabi+ADVTmp']}, {'word_form': 'da-mino-izhiwebasinoon', 'fst_analyses': ['PVTense/ga+mino-izhiwebad+VII+Ind+Neg+Neu+0PlSubj', 'PVTense/ga+PVLex/mino+izhiwebad+VII+Ind+Neg+Neu+0PlSubj', 'PVTense/ga+mino-izhiwebad+VII+Ind+Neg+Neu+0SgSubj', 'PVTense/ga+PVLex/mino+izhiwebad+VII+Ind+Neg+Neu+0SgSubj']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'miziwe', 'fst_analyses': ['miziwe+ADVLoc']}, {'word_form': 'akiing', 'fst_analyses': ['aki+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'anooj', 'fst_analyses': ['anooj+ADVQnt']}, {'word_form': 'izhiwebad', 'fst_analyses': ['izhiwebad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gichi-gagotaamigwad', 'fst_analyses': []}, {'word_form': 'miinawaa', 'fst_analyses': ['miinawaa+ADVConj']}, {'word_form': 'miigaading', 'fst_analyses': ['miigaadiwag+VAI+Cnj+Pos+Neu+XSubj+XObj']}, {'word_form': '.', 'fst_analyses': []}]"
Kevin ogii-paashkizwaan misisen.,Kevin shot a turkey.,"{'word_form': 'ogii-paashkizwaan', 'fst_analyses': ['PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}","[{'word_form': 'kevin', 'fst_analyses': []}, {'word_form': 'ogii-paashkizwaan', 'fst_analyses': ['PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'misisen', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Anaamibiig ningii-paashkizwaa amik.,I shot a beaver under the water.,"{'word_form': 'ningii-paashkizwaa', 'fst_analyses': ['PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}","[{'word_form': 'anaamibiig', 'fst_analyses': ['anaamibiig+ADVLoc']}, {'word_form': 'ningii-paashkizwaa', 'fst_analyses': ['PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-paapichigaazo niitaawis gii-shaagooji'igod omindimooyenyiman.,They laughed at my cousnin when his old lady over-powered him.,"{'word_form': ""gii-shaagooji'igod"", 'fst_analyses': [""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj"", ""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj"", ""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj"", ""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj""]}","[{'word_form': 'gii-paapichigaazo', 'fst_analyses': ['PVTense/gii+baapichigaazo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'niitaawis', 'fst_analyses': ['iitaawis+NAD+ProxSg+1SgPoss']}, {'word_form': ""gii-shaagooji'igod"", 'fst_analyses': [""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj"", ""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj"", ""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj"", ""PVTense/gii+zhaagooji'+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj""]}, {'word_form': 'omindimooyenyiman', 'fst_analyses': ['mindimooyenh+NA+Poss+ObvSg+3SgProxPoss', 'mindimooyenh+NA+Poss+ObvPl+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Awasi-niibinong ningii-paasiminaanike.,I dried some berries the summer before last.,"{'word_form': 'awasi-niibinong', 'fst_analyses': ['awasi-niibinong+ADVTmp', 'PVLex/awasi+niibinong+ADVTmp']}","[{'word_form': 'awasi-niibinong', 'fst_analyses': ['awasi-niibinong+ADVTmp', 'PVLex/awasi+niibinong+ADVTmp']}, {'word_form': 'ningii-paasiminaanike', 'fst_analyses': ['PVTense/gii+baasiminaanike+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Mii gii-maajiikang iwe bakejiigaan wezhitood.,He started the porch he's building.,"{'word_form': 'gii-maajiikang', 'fst_analyses': ['PVTense/gii+maajiikan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVTense/gii+maajiikan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}","[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'gii-maajiikang', 'fst_analyses': ['PVTense/gii+maajiikan+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVTense/gii+maajiikan+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': 'iwe', 'fst_analyses': []}, {'word_form': 'bakejiigaan', 'fst_analyses': []}, {'word_form': 'wezhitood', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-ozaawaakizwaan iniw giboziganan waa-amwaad.,He toasted the bread he wanted to eat.,"{'word_form': 'ogii-ozaawaakizwaan', 'fst_analyses': ['PVTense/gii+ozaawaakiz+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+ozaawaakizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+ozaawaakiz+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+ozaawaakizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}","[{'word_form': 'ogii-ozaawaakizwaan', 'fst_analyses': ['PVTense/gii+ozaawaakiz+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+ozaawaakizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVTense/gii+ozaawaakiz+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+ozaawaakizwi+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': 'giboziganan', 'fst_analyses': ['gibozigan+NA+ObvPl', 'gibozigan+NA+ObvSg', 'gibozigan+NI+Pl']}, {'word_form': 'waa-amwaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Awenen waa'-ozaawaakizwaad giboziganan. Midaaswi awiyag gidaa-ashamaanaanig.,Who's going to make the toast.? We've got ten people to feed out there.,"{'word_form': 'giboziganan', 'fst_analyses': ['gibozigan+NA+ObvPl', 'gibozigan+NA+ObvSg', 'gibozigan+NI+Pl']}","[{'word_form': 'awenen', 'fst_analyses': ['awenen+PRONInter']}, {'word_form': ""waa'-ozaawaakizwaad"", 'fst_analyses': []}, {'word_form': 'giboziganan', 'fst_analyses': ['gibozigan+NA+ObvPl', 'gibozigan+NA+ObvSg', 'gibozigan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'midaaswi', 'fst_analyses': ['midaaswi+NUM']}, {'word_form': 'awiyag', 'fst_analyses': []}, {'word_form': 'gidaa-ashamaanaanig', 'fst_analyses': ['PVTense/daa+asham+VTA+Ind+Pos+Neu+InclSubj+3PlProxObj', 'PVTense/daa+asham+VTA+Ind+Pos+Neu+InclSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]"
Waabang wii'-na'inigaazo gaa-gii'-ishkwaa-ayaad.,The funeral for the deceased is tomorrow.,"{'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0SgSubj', 'waaban+VII+Cnj+Pos+Neu+0PlSubj']}","[{'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0SgSubj', 'waaban+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': ""wii'-na'inigaazo"", 'fst_analyses': [""PVTense/wii'+na'inigaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': ""gaa-gii'-ishkwaa-ayaad"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+ishkwaa-ayaa+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVSub/gaa+PVTense/gii'+PVLex/ishkwaa+ayaa+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Obaapaawa'aan goonan.,He's brushing the snow off.,"{'word_form': 'goonan', 'fst_analyses': ['goon+NA+ObvPl', 'goon+NA+ObvSg']}","[{'word_form': ""obaapaawa'aan"", 'fst_analyses': [""baapaawa'an+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj""]}, {'word_form': 'goonan', 'fst_analyses': ['goon+NA+ObvPl', 'goon+NA+ObvSg']}, {'word_form': '.', 'fst_analyses': []}]"
Mii imaa ogijayi'ii odaabaaning a goon abid.,There is snow on top of the car.,"{'word_form': 'odaabaaning', 'fst_analyses': ['odaabaan+NA+Loc', 'odaabaan+NI+Loc']}","[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""ogijayi'ii"", 'fst_analyses': [""ogijayi'ii+ADVLoc""]}, {'word_form': 'odaabaaning', 'fst_analyses': ['odaabaan+NA+Loc', 'odaabaan+NI+Loc']}, {'word_form': 'a', 'fst_analyses': []}, {'word_form': 'goon', 'fst_analyses': ['goon+NA+ProxSg']}, {'word_form': 'abid', 'fst_analyses': ['abi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Baapaawin 'a goon maa gibabiinzikawaaganing.,You should brush the snow off your coat.,"{'word_form': 'baapaawin', 'fst_analyses': ['baapaawin+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'baapaawin+VTA+Imp+Sim+2SgSubj+3PlProxObj']}","[{'word_form': 'baapaawin', 'fst_analyses': ['baapaawin+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'baapaawin+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': ""'a"", 'fst_analyses': [""'a+PRONDem""]}, {'word_form': 'goon', 'fst_analyses': ['goon+NA+ProxSg']}, {'word_form': 'maa', 'fst_analyses': []}, {'word_form': 'gibabiinzikawaaganing', 'fst_analyses': ['babiinzikawaagan+NI+Loc+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Gibaakwa'an ishkwaandem. Biindigeyaashi goon.,Shut the door. Snow is blowing inside.,"{'word_form': ""gibaakwa'an"", 'fst_analyses': [""gibaakwa'an+VTI+Imp+Sim+2SgSubj+0SgObj"", ""gibaakwa'an+VTI+Imp+Sim+2SgSubj+0PlObj""]}","[{'word_form': ""gibaakwa'an"", 'fst_analyses': [""gibaakwa'an+VTI+Imp+Sim+2SgSubj+0SgObj"", ""gibaakwa'an+VTI+Imp+Sim+2SgSubj+0PlObj""]}, {'word_form': 'ishkwaandem', 'fst_analyses': ['ishkwaandem+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'biindigeyaashi', 'fst_analyses': ['biindigeyaashi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'goon', 'fst_analyses': ['goon+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Indaga zaagizi' a'aw animosh ji-babaamosa'ad.,Please take the dog out for a walk.,"{'word_form': ""zaagizi'"", 'fst_analyses': [""zaagizi'+VTA+Imp+Sim+2SgSubj+3SgProxObj"", ""zaagizi'+VTA+Imp+Sim+2SgSubj+3PlProxObj""]}","[{'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': ""zaagizi'"", 'fst_analyses': [""zaagizi'+VTA+Imp+Sim+2SgSubj+3SgProxObj"", ""zaagizi'+VTA+Imp+Sim+2SgSubj+3PlProxObj""]}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem""]}, {'word_form': 'animosh', 'fst_analyses': ['animosh+NA+ProxSg']}, {'word_form': ""ji-babaamosa'ad"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Niwii'-ishkwii niin. Gaawiin niwii'-izhaasii.,I'm want to stay behind. I don't want to go.,"{'word_form': 'niin', 'fst_analyses': ['niin+PRONPer', 'iiw+NAD+ObvPl+1SgPoss', 'iiw+NAD+ObvSg+1SgPoss']}","[{'word_form': ""niwii'-ishkwii"", 'fst_analyses': [""PVTense/wii'+ishkwii+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'niin', 'fst_analyses': ['niin+PRONPer', 'iiw+NAD+ObvPl+1SgPoss', 'iiw+NAD+ObvSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': ""niwii'-izhaasii"", 'fst_analyses': [""PVTense/wii'+izhaa+VAI+Ind+Neg+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Zhiibaayaazhogan akawe agomodaa.,Let's go stay under the bridge. [in a canoe],"{'word_form': 'agomodaa', 'fst_analyses': ['agomo+VAI+Imp+Del+InclSubj', 'agomo+VAI+Imp+Sim+InclSubj']}","[{'word_form': 'zhiibaayaazhogan', 'fst_analyses': ['zhiibaayaazhogan+ADVLoc']}, {'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': 'agomodaa', 'fst_analyses': ['agomo+VAI+Imp+Del+InclSubj', 'agomo+VAI+Imp+Sim+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Gaawiin nindebinanziin; onzaam indakooz.,I can't reach it because I'm too short.,"{'word_form': 'indakooz', 'fst_analyses': ['dakoozi+VAI+Ind+Pos+Neu+1SgSubj', 'akoozi+VAI+Ind+Pos+Neu+1SgSubj']}","[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'nindebinanziin;', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'indakooz', 'fst_analyses': ['dakoozi+VAI+Ind+Pos+Neu+1SgSubj', 'akoozi+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin epiitaagamishkaag gimiskwiim.,How high is your blood pressure?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'epiitaagamishkaag', 'fst_analyses': ['apiitaagamishkaa+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'gimiskwiim', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin enigokwaabikizid.,What size is it? How Big is it?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'enigokwaabikizid', 'fst_analyses': ['inigokwaabikizi+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]"
Jiigashkiig agoodoon aki waa'-apambinaawasoyan.,Hang up the moss you are going to use for the cradle board by the muskeg.,"{'word_form': 'agoodoon', 'fst_analyses': ['agoodoo+VAI+Imp+Sim+2SgSubj', 'agoodoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'agoodoon+VTI+Imp+Sim+2SgSubj+0PlObj']}","[{'word_form': 'jiigashkiig', 'fst_analyses': ['jiigashkiig+ADVLoc']}, {'word_form': 'agoodoon', 'fst_analyses': ['agoodoo+VAI+Imp+Sim+2SgSubj', 'agoodoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'agoodoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'aki', 'fst_analyses': ['aki+NI+Sg']}, {'word_form': ""waa'-apambinaawasoyan"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin ezhiwebinang ogiishkiboojigan gii-gawiboojiged. Odanibenaan ina.,How doe she handle her saw when she's taking a tree down? Does she tilt it sideways?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'ezhiwebinang', 'fst_analyses': []}, {'word_form': 'ogiishkiboojigan', 'fst_analyses': ['giishkiboojigan+NI+Sg+3SgProxPoss']}, {'word_form': 'gii-gawiboojiged', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'odanibenaan', 'fst_analyses': ['aniben+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'aniben+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'anibenan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'ina', 'fst_analyses': ['ina+PCDisc']}, {'word_form': '.', 'fst_analyses': []}]"
Gizhiigizan giwaaboowaan jibwaa-gawishimoyan.,Heat up your blanket before you go to bed.,"{'word_form': 'gizhiigizan', 'fst_analyses': ['gizhiigizan+VTI+Imp+Sim+2SgSubj+0SgObj', 'gizhiigizan+VTI+Imp+Sim+2SgSubj+0PlObj']}","[{'word_form': 'gizhiigizan', 'fst_analyses': ['gizhiigizan+VTI+Imp+Sim+2SgSubj+0SgObj', 'gizhiigizan+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'giwaaboowaan', 'fst_analyses': []}, {'word_form': 'jibwaa-gawishimoyan', 'fst_analyses': ['PVTense/jibwaa+gawishimo+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Awasi-biboonong ningii-pagida'waa anaamizigwam.,Winter before last I set nets under the ice.,"{'word_form': 'awasi-biboonong', 'fst_analyses': ['awasi-biboonong+ADVTmp', 'PVLex/awasi+biboonong+ADVTmp']}","[{'word_form': 'awasi-biboonong', 'fst_analyses': ['awasi-biboonong+ADVTmp', 'PVLex/awasi+biboonong+ADVTmp']}, {'word_form': ""ningii-pagida'waa"", 'fst_analyses': [""PVTense/gii+bagida'waa+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'anaamizigwam', 'fst_analyses': ['anaamizigwam+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]"
Naajigwaazh gigaanda'igwaason gaa-gii-pishigonad anaamidoopowinaak. Mitig aabajitoon ji-naajigwaanad.,Rake out the thimble you dropped under the table. Use a stick to rake it out with.,"{'word_form': 'naajigwaazh', 'fst_analyses': ['naajigwaazh+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'naajigwaazh+VTA+Imp+Sim+2SgSubj+3PlProxObj']}","[{'word_form': 'naajigwaazh', 'fst_analyses': ['naajigwaazh+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'naajigwaazh+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': ""gigaanda'igwaason"", 'fst_analyses': [""gaanda'igwaason+NA+ProxSg+2SgPoss"", ""gaanda'igwaason+NI+Sg+2SgPoss""]}, {'word_form': 'gaa-gii-pishigonad', 'fst_analyses': ['PVSub/gaa+PVTense/gii+bishigon+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': 'anaamidoopowinaak', 'fst_analyses': ['anaamidoopowinaak+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mitig', 'fst_analyses': ['mitig+NA+ProxSg', 'mitig+NI+Sg']}, {'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'ji-naajigwaanad', 'fst_analyses': ['PVTense/daa+naajigwaazh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj', 'PVTense/ga+naajigwaazh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]"
Moozhwaagan aabajitoon wii'-onizhaman wiigwaas.,Use scissors to cut out birch bark.,"{'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj']}","[{'word_form': 'moozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg']}, {'word_form': 'aabajitoon', 'fst_analyses': ['aabajitoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'aabajitoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': ""wii'-onizhaman"", 'fst_analyses': [""PVTense/wii'+onizhan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj"", ""PVTense/wii'+onizhan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj""]}, {'word_form': 'wiigwaas', 'fst_analyses': ['wiigwaas+NA+ProxSg', 'wiigwaas+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Gaawiin gaashaasinoon nimoozhwaagan.,My scissors are dull.,"{'word_form': 'gaashaasinoon', 'fst_analyses': ['gaashaa+VII+Ind+Neg+Neu+0PlSubj', 'gaashaa+VII+Ind+Neg+Neu+0SgSubj']}","[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'gaashaasinoon', 'fst_analyses': ['gaashaa+VII+Ind+Neg+Neu+0PlSubj', 'gaashaa+VII+Ind+Neg+Neu+0SgSubj']}, {'word_form': 'nimoozhwaagan', 'fst_analyses': ['moozhwaagan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]"
