ojibwe,english,fst_readings,speaker
Opime-aya'ii waakaa'iganing atewan iniwen misan.,The firewood is on the side of the house.,"[{'word_form': ""opime-aya'ii"", 'fst_analyses': [""PNLex/opime+aya'ii+NI+Sg"", ""opime-aya'ii+ADVLoc""]}, {'word_form': ""waakaa'iganing"", 'fst_analyses': [""waakaa'igan+NI+Loc""]}, {'word_form': 'atewan', 'fst_analyses': ['ate+VII+Ind+Pos+Neu+0PlSubj']}, {'word_form': 'iniwen', 'fst_analyses': ['iniwen+PRONDem+NI+Pl', 'iniwen+PRONDem+NA+ObvSg', 'iniwen+PRONDem+NA+ObvPl']}, {'word_form': 'misan', 'fst_analyses': ['mishi+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",rg
Nigashkiwinaag ogow asabiig...  aanawi.,I'm able to carry these nets.. even though.,"[{'word_form': 'nigashkiwinaag', 'fst_analyses': ['gashkiwizh+VTA+Ind+Pos+Neu+1SgSubj+3PlProxObj']}, {'word_form': 'ogow', 'fst_analyses': ['ogow+PRONDem+NA+ProxPl']}, {'word_form': 'asabiig', 'fst_analyses': ['asab+NA+ProxPl']}, {'word_form': '...', 'fst_analyses': []}, {'word_form': 'aanawi', 'fst_analyses': ['aanawi+ADVMan']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-memeshkwajiiwag igi gaa-azhebowewaad gii-aazhawa'oodoowaad iwe jiimaan imaa zaaga'iganing.,They took turns rowing the boat across the lake.,"[{'word_form': 'gii-memeshkwajiiwag', 'fst_analyses': ['PVTense/gii+memeshkwajiiwag+VAIPL+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igi', 'fst_analyses': ['igi+PRONDem+NA+ProxPl']}, {'word_form': 'gaa-azhebowewaad', 'fst_analyses': ['PVSub/gaa+azhebowe+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': ""gii-aazhawa'oodoowaad"", 'fst_analyses': [""PVTense/gii+aazhawa'oodoon+VTI+Cnj+Pos+Neu+3PlProxSubj+0PlObj"", ""PVTense/gii+aazhawa'oodoon+VTI+Cnj+Pos+Neu+3PlProxSubj+0SgObj""]}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""zaaga'iganing"", 'fst_analyses': [""zaaga'igan+NI+Loc""]}, {'word_form': '.', 'fst_analyses': []}]",es
Onzaam ginwaabikad iwe gaandakii'igan miinawaa onzaam gozigwan.,That (metal) pushpole is too long and too heavy.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'ginwaabikad', 'fst_analyses': ['ginwaabikad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': ""gaandakii'igan"", 'fst_analyses': [""gaandakii'igan+NI+Sg""]}, {'word_form': 'miinawaa', 'fst_analyses': ['miinawaa+ADVConj']}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'gozigwan', 'fst_analyses': ['gozigwan+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Awenen wejiimaanid.,Who's got a boat?,"[{'word_form': 'awenen', 'fst_analyses': ['awenen+PRONInter+NA+ProxSg']}, {'word_form': 'wejiimaanid', 'fst_analyses': ['ojiimaani+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogidaagonag iwidi animibatoo aw zhingos.,The weasel runs away on top of the snow.,"[{'word_form': 'ogidaagonag', 'fst_analyses': ['ogidaagonag+ADVLoc']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'animibatoo', 'fst_analyses': ['animibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'aw', 'fst_analyses': ['aw+PRONDem+NA+ProxSg']}, {'word_form': 'zhingos', 'fst_analyses': ['zhingos+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogidaagonag izhi-asham bineshiinyensag.,Put the bird feed on top of the snow. (= Feed the small birds on top of the snow.),"[{'word_form': 'ogidaagonag', 'fst_analyses': ['ogidaagonag+ADVLoc']}, {'word_form': 'izhi-asham', 'fst_analyses': ['PVRel/izhi+asham+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'PVRel/izhi+asham+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'bineshiinyensag', 'fst_analyses': ['bineshiinh+NA+Dim+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogidaagonag iko ingii-odaminomin.,We used to play on the snow.,"[{'word_form': 'ogidaagonag', 'fst_analyses': ['ogidaagonag+ADVLoc']}, {'word_form': 'iko', 'fst_analyses': ['iko+PCAsp']}, {'word_form': 'ingii-odaminomin', 'fst_analyses': ['PVTense/gii+odamino+VAI+Ind+Pos+Neu+ExclSubj']}, {'word_form': '.', 'fst_analyses': []}]",gh
Mii go bijiinag gii-mamayaawiiwaad midaaso-diba'iganeg zhebaa.,They finally started moving around and waking up around ten o'clock this morning.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'bijiinag', 'fst_analyses': ['bijiinag+ADVTmp']}, {'word_form': 'gii-mamayaawiiwaad', 'fst_analyses': ['PVTense/gii+mamayaawii+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': ""midaaso-diba'iganeg"", 'fst_analyses': [""PVQnt/midaaso+diba'igane+VII+Cnj+Pos+Neu+0SgSubj"", ""midaaso-diba'igane+VII+Cnj+Pos+Neu+0SgSubj"", ""PVQnt/midaaso+diba'igane+VII+Cnj+Pos+Neu+0PlSubj"", ""midaaso-diba'igane+VII+Cnj+Pos+Neu+0PlSubj""]}, {'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]",es
Onzaam gabaya'ii gii-agoojin  'a bashkwegin gaa-onji-bigishkananid.,The hide hung there too long -- that's the reason why it rotted.,"[{'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""gabaya'ii"", 'fst_analyses': [""gabaya'ii+ADVLoc""]}, {'word_form': 'gii-agoojin', 'fst_analyses': ['PVTense/gii+agoojin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'a', 'fst_analyses': []}, {'word_form': 'bashkwegin', 'fst_analyses': ['bashkwegin+NI+Sg']}, {'word_form': 'gaa-onji-bigishkananid', 'fst_analyses': ['PVSub/gaa+PVRel/onji+bigishkanani+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVRel/onji+bigishkanani+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Boodaashkaa waawaashkeshi; onzaam gabeyi'ii agoojin mitigong.,The deer is bloated because it been hanging too long on the tree.,"[{'word_form': 'boodaashkaa', 'fst_analyses': []}, {'word_form': 'waawaashkeshi', 'fst_analyses': ['waawaashkeshi+NA+ProxSg']}, {'word_form': ';', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': ""gabeyi'ii"", 'fst_analyses': []}, {'word_form': 'agoojin', 'fst_analyses': ['agoojin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'mitigong', 'fst_analyses': ['mitig+NA+Loc', 'mitig+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gichi-michaabikizi awe dibiki-giizis egoojing.,The current moon is really full.,"[{'word_form': 'gichi-michaabikizi', 'fst_analyses': ['PVLex/gichi+michaabikizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'dibiki-giizis', 'fst_analyses': ['dibiki-giizis+NA+ProxSg', 'PNLex/dibiki+giizis+NA+ProxSg']}, {'word_form': 'egoojing', 'fst_analyses': ['agoojin+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Aaniish minik imaa egoojinowaad.,How many are hanging there?,"[{'word_form': 'aaniish', 'fst_analyses': ['aaniish+ADVInter']}, {'word_form': 'minik', 'fst_analyses': ['minik+ADVQnt']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'egoojinowaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Mii zhigwa wayiiba ji-giizhiged awe waakaa'iged.,The builder is now completing the house.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'wayiiba', 'fst_analyses': ['wayiiba+ADVTmp']}, {'word_form': 'ji-giizhiged', 'fst_analyses': ['PVTense/daa+giizhige+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/ga+giizhige+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': ""waakaa'iged"", 'fst_analyses': [""waakaa'ige+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]",es
Jiigishkwaand namadabin.,Sit down by the door.,"[{'word_form': 'jiigishkwaand', 'fst_analyses': ['jiigishkwaand+ADVLoc']}, {'word_form': 'namadabin', 'fst_analyses': ['namadabi+VAI+Imp+Sim+2SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-padakinaa' odaagima' jiigishkwaand.,He stood his snowshoes up at the door.,"[{'word_form': ""ogii-padakinaa'"", 'fst_analyses': ['PVTense/gii+badakizh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': ""odaagima'"", 'fst_analyses': ['aagim+NA+ObvPl+3SgProxPoss']}, {'word_form': 'jiigishkwaand', 'fst_analyses': ['jiigishkwaand+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",nj
Bemijigamaag ningii-izhaamin. Ningii-naajimiijimemin. Gabe-giizhik ningii-ondendimin.,We went to Bemidji. We went after some groceries. We were gone all day.,"[{'word_form': 'bemijigamaag', 'fst_analyses': []}, {'word_form': 'ningii-izhaamin', 'fst_analyses': ['PVTense/gii+izhaa+VAI+Ind+Pos+Neu+ExclSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ningii-naajimiijimemin', 'fst_analyses': ['PVTense/gii+naajimiijime+VAI+Ind+Pos+Neu+ExclSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gabe-giizhik', 'fst_analyses': ['PNLex/gabe+giizhik+NA+ProxSg', 'gabe-giizhik+ADVTmp']}, {'word_form': 'ningii-ondendimin', 'fst_analyses': ['PVTense/gii+ondendi+VAI+Ind+Pos+Neu+ExclSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Gichi-noodin wenji-gichi-wewebaasing i'iw okikiwe'on.,The wind is blowing hard. That's why that flag is fluttering.,"[{'word_form': 'gichi-noodin', 'fst_analyses': ['gichi-noodin+VII+Ind+Pos+Neu+0SgSubj', 'PVLex/gichi+noodin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'wenji-gichi-wewebaasing', 'fst_analyses': ['PVRel/onji+PVLex/gichi+wewebaasin+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': ""okikiwe'on"", 'fst_analyses': [""okikiwe'on+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-wewebaasin iwe ogikiwe'on.,The flag was flapping in the wind.,"[{'word_form': 'gii-wewebaasin', 'fst_analyses': ['PVTense/gii+wewebaasin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': ""ogikiwe'on"", 'fst_analyses': [""gikiwe'on+NI+Sg+3SgProxPoss""]}, {'word_form': '.', 'fst_analyses': []}]",es
Ginwaakwad gikiwe'on gaa-izhi-wewebaasing,The pole where the flag flies is pretty tall.,"[{'word_form': 'ginwaakwad', 'fst_analyses': ['ginwaakwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""gikiwe'on"", 'fst_analyses': [""gikiwe'on+NI+Sg""]}, {'word_form': 'gaa-izhi-wewebaasing', 'fst_analyses': ['PVSub/gaa+PVRel/izhi+wewebaasin+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+PVRel/izhi+wewebaasin+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVRel/izhi+wewebaasin+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}]",nj
Niwii-pooz imaa biinjidaabaan.,I'll get in the car.,"[{'word_form': 'niwii-pooz', 'fst_analyses': ['PVTense/wii+boozi+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'biinjidaabaan', 'fst_analyses': ['biinjidaabaan+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-kiboobidoon iw ogashkibidaagan jibwaa-boozid imaa ishkodewidaabaaning.,He zipped up his bag before he boarded the train.,"[{'word_form': 'ogii-kiboobidoon', 'fst_analyses': ['PVTense/gii+giboobidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'ogashkibidaagan', 'fst_analyses': ['gashkibidaagan+NI+Sg+3SgProxPoss']}, {'word_form': 'jibwaa-boozid', 'fst_analyses': ['PVTense/jibwaa+boozi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'ishkodewidaabaaning', 'fst_analyses': ['ishkodewidaabaan+NA+Loc', 'ishkodewidaabaan+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Nitam nimbooz imaa jiimaaning awi-bagida'waayaang.,I get in the front of the canoe when we set net.,"[{'word_form': 'nitam', 'fst_analyses': ['nitam+ADVLoc']}, {'word_form': 'nimbooz', 'fst_analyses': ['boozi+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'jiimaaning', 'fst_analyses': ['jiimaan+NI+Loc']}, {'word_form': ""awi-bagida'waayaang"", 'fst_analyses': [""PVDir/awi+bagida'waa+VAI+Cnj+Pos+Neu+ExclSubj""]}, {'word_form': '.', 'fst_analyses': []}]",rg
Bebesho badakidewan iniw wiigiwaaman.,The wigwams stand close to each other.,"[{'word_form': 'bebesho', 'fst_analyses': ['bebesho+ADVLoc']}, {'word_form': 'badakidewan', 'fst_analyses': ['badakide+VII+Ind+Pos+Neu+0PlSubj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': 'wiigiwaaman', 'fst_analyses': ['wiigiwaam+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",es
Ingii-wii-anokiimin iwidi St. Paul gii-pi-angizod awe aabita-niibino-giizis.,We went to work in St. Paul last month in July.,"[{'word_form': 'ingii-wii-anokiimin', 'fst_analyses': ['PVTense/gii+PVTense/wii+anokii+VAI+Ind+Pos+Neu+ExclSubj']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'st', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'paul', 'fst_analyses': []}, {'word_form': 'gii-pi-angizod', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'aabita-niibino-giizis', 'fst_analyses': ['aabita-niibino-giizis+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Mii miinawaa wiiba ji-odisaabamang awe aabita-niibino-giizis.,Pretty soon we'll see July again.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'miinawaa', 'fst_analyses': ['miinawaa+ADVConj']}, {'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': 'ji-odisaabamang', 'fst_analyses': ['PVTense/daa+odisaabam+VTA+Cnj+Pos+Neu+InclSubj+3SgProxObj', 'PVTense/ga+odisaabam+VTA+Cnj+Pos+Neu+InclSubj+3SgProxObj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'aabita-niibino-giizis', 'fst_analyses': ['aabita-niibino-giizis+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Nindaanis ningii-pi-ashamig odishkwanjiganiwaa.,My daughter brought me their leftovers to eat.,"[{'word_form': 'nindaanis', 'fst_analyses': ['daanis+NAD+ProxSg+1SgPoss']}, {'word_form': 'ningii-pi-ashamig', 'fst_analyses': ['PVTense/gii+PVDir/bi+asham+VTA+Ind+Pos+Neu+3SgProxSubj+1SgObj']}, {'word_form': 'odishkwanjiganiwaa', 'fst_analyses': ['ishkwanjigan+NI+Sg+3PlProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gidaa-ashamaa giday gidishkwanjigan.,You can feed your dog your leftovers.,"[{'word_form': 'gidaa-ashamaa', 'fst_analyses': ['PVTense/daa+asham+VTA+Ind+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': 'giday', 'fst_analyses': ['day+NAD+ProxSg+2SgPoss']}, {'word_form': 'gidishkwanjigan', 'fst_analyses': ['ishkwanjigan+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ginwaabiigigwe waabizii.,A swan has a long neck.,"[{'word_form': 'ginwaabiigigwe', 'fst_analyses': ['ginwaabiigigwe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'waabizii', 'fst_analyses': ['waabizii+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",gj
Zhigwa bagakinaagwad mii 'i gaa-ishkwaa-awang.,It's clear now since the fog has lifted.,"[{'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'bagakinaagwad', 'fst_analyses': ['bagakinaagwad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'i', 'fst_analyses': []}, {'word_form': 'gaa-ishkwaa-awang', 'fst_analyses': ['PVSub/gaa+PVLex/ishkwaa+awan+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+PVLex/ishkwaa+awan+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+PVLex/ishkwaa+awan+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",nj
Nitaa-ojibwemowag igi abinoojiinyag gekinoo'amawindwaa iwidi Waadookodaading.,The children who go to school at Waadookodaading know how to speak Ojibwe.,"[{'word_form': 'nitaa-ojibwemowag', 'fst_analyses': ['PVLex/nitaa+ojibwemo+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'igi', 'fst_analyses': ['igi+PRONDem+NA+ProxPl']}, {'word_form': 'abinoojiinyag', 'fst_analyses': ['abinoojiinh+NA+ProxPl']}, {'word_form': ""gekinoo'amawindwaa"", 'fst_analyses': []}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'waadookodaading', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",rg
Gidaa-gii-pina'ige jibwaa-bagamibiisaang.,You should take your laundry down before the rain gets here.,"[{'word_form': ""gidaa-gii-pina'ige"", 'fst_analyses': [""PVTense/daa+PVTense/gii+bina'ige+VAI+Ind+Pos+Neu+2SgSubj""]}, {'word_form': 'jibwaa-bagamibiisaang', 'fst_analyses': ['PVTense/jibwaa+bagamibiisaan+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/jibwaa+bagamibiisaan+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gagiipizi eyedawidooskwan.,He's chapped on both elbows.,"[{'word_form': 'gagiipizi', 'fst_analyses': ['gagiipizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'eyedawidooskwan', 'fst_analyses': ['eyedawidooskwan+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]",es
Awegonen waandamaagegwen awe ikwe.,I wonder what that lady is telling about.,"[{'word_form': 'awegonen', 'fst_analyses': ['awegonen+PRONInter+NI+Sg']}, {'word_form': 'waandamaagegwen', 'fst_analyses': ['wiindamaage+VAI+Pcp+Pos+Dub+3SgProxSubj+3SgProxHead']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'ikwe', 'fst_analyses': ['ikwe+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",rg
Wegonen apane wenji-nishkaaji-giigidod gidede.,Why does your dad always speak so angrily?,"[{'word_form': 'wegonen', 'fst_analyses': ['wegonen+PRONInter+NI+Sg']}, {'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'wenji-nishkaaji-giigidod', 'fst_analyses': ['PVRel/onji+PVLex/nishkaaji+giigido+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'gidede', 'fst_analyses': ['dedey+NAD+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ingii-nishki'ig gaa-onji-gichi-basiingwe'wag.,He got me mad so that's why I slapped him hard.,"[{'word_form': ""ingii-nishki'ig"", 'fst_analyses': [""PVTense/gii+nishki'+VTA+Ind+Pos+Neu+3SgProxSubj+1SgObj""]}, {'word_form': ""gaa-onji-gichi-basiingwe'wag"", 'fst_analyses': [""PVSub/gaa+PVRel/onji+PVLex/gichi+basiingwe'+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]",es
Waabiganikaadeni onik.,His arm is in a cast.,"[{'word_form': 'waabiganikaadeni', 'fst_analyses': ['waabiganikaade+VII+Ind+Pos+Neu+0SgObvSubj']}, {'word_form': 'onik', 'fst_analyses': ['onik+NI+Sg', 'nik+NID+Sg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]",es
Bijiinag miinawaa ani-ziigwang gii-saagibagaag ji-mazhii'igewaad igiweg anokiiwininiwag.,Next spring when there is foliage that's when the work crew will start clearing and brushing.,"[{'word_form': 'bijiinag', 'fst_analyses': ['bijiinag+ADVTmp']}, {'word_form': 'miinawaa', 'fst_analyses': ['miinawaa+ADVConj']}, {'word_form': 'ani-ziigwang', 'fst_analyses': ['PVDir/ani+ziigwan+VII+Cnj+Pos+Neu+0SgSubj', 'PVDir/ani+ziigwan+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'gii-saagibagaag', 'fst_analyses': ['PVTense/gii+zaagibagaa+VII+Cnj+Pos+Neu+0SgSubj', 'PVTense/gii+zaagibagaa+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': ""ji-mazhii'igewaad"", 'fst_analyses': [""PVTense/daa+mazhii'ige+VAI+Cnj+Pos+Neu+3PlProxSubj"", ""PVTense/ga+mazhii'ige+VAI+Cnj+Pos+Neu+3PlProxSubj""]}, {'word_form': 'igiweg', 'fst_analyses': ['igiweg+PRONDem+NA+ProxPl']}, {'word_form': 'anokiiwininiwag', 'fst_analyses': ['anokiiwinini+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]",es
Nimayaawibani' jibwaa-waabamigooyaan.,I jumped up and straightened myself out before anybody saw me.,"[{'word_form': ""nimayaawibani'"", 'fst_analyses': [""mayaawibani'o+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'jibwaa-waabamigooyaan', 'fst_analyses': ['PVTense/jibwaa+waabam+VTA+Cnj+Pos+Neu+XSubj+1SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Zhiishiibag bimaadagaawag.,Some ducks are swimming by.,"[{'word_form': 'zhiishiibag', 'fst_analyses': ['zhiishiib+NA+ProxPl']}, {'word_form': 'bimaadagaawag', 'fst_analyses': ['bimaadagaa+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Noondese maada'ookiiwin.,The distribution is short.,"[{'word_form': 'noondese', 'fst_analyses': ['noondese+VAI+Ind+Pos+Neu+3SgProxSubj', 'noondese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""maada'ookiiwin"", 'fst_analyses': [""maada'ookiiwin+NI+Sg""]}, {'word_form': '.', 'fst_analyses': []}]",es
Gidaa-biidoonan niizh apabiwinan. Noondesewan.,Can you bring two chairs? They ran out.,"[{'word_form': 'gidaa-biidoonan', 'fst_analyses': ['PVTense/daa+biidoon+VTI+Ind+Pos+Neu+2SgSubj+0PlObj']}, {'word_form': 'niizh', 'fst_analyses': ['niizh+NUM']}, {'word_form': 'apabiwinan', 'fst_analyses': ['apabiwin+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'noondesewan', 'fst_analyses': ['noondese+VII+Ind+Pos+Neu+0PlSubj', 'noondese+VAI+Ind+Pos+Neu+3PlObvSubj', 'noondese+VAI+Ind+Pos+Neu+3SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Akawe wii'-apatoo adaawewigamigong. Noondese doodooshaaboo.,She's going to take a run to the store first. The milk has run out.,"[{'word_form': 'akawe', 'fst_analyses': ['akawe+ADVTmp']}, {'word_form': ""wii'-apatoo"", 'fst_analyses': [""PVTense/wii'+apatoo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'adaawewigamigong', 'fst_analyses': ['adaawewigamig+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'noondese', 'fst_analyses': ['noondese+VAI+Ind+Pos+Neu+3SgProxSubj', 'noondese+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'doodooshaaboo', 'fst_analyses': ['doodooshaaboo+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Baaka'aakwenhwigamigoonsing iwidi apane owi-asiginang iniw waawanoon.,He went to the chicken coop to gather up the eggs.,"[{'word_form': ""baaka'aakwenhwigamigoonsing"", 'fst_analyses': [""baaka'aakwenhwigamig+NI+Dim+Loc""]}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'owi-asiginang', 'fst_analyses': []}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': 'waawanoon', 'fst_analyses': ['waawan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",es
