Ojibwe,English,Speaker,Audio Link
Gii-minozekwe awe oshki-ikwens.,That young woman cooked a good meal.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minozekwe__ai_ex__sp66919_0.mp4
Obookoshkawaa' odaagima'; onzaam zhakaagonagaa.,He broke his snowshoes because the snow was too wet.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bookoshkaw___ex83__nj611377.mp4
Maamaagojiishkan boodaajii'igan wii-poodaajii'aman gidapishimon.,Use the foot pump to inflate your air mattress.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/maamaagojiishkan___ex26__nj524001.mp4
Gichi-noonde-nibaayaan gaa-izhi-gawishimoyaan wii-nibaayaan.,I was so sleepy I lay down to go to sleep.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gawishimo__ai_ex__rg68160_0.mp4
Naawisag gii-kawishimo 'a nindaanis.,My daughter lay down in the middle of the floor.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/naawisag__av_ex__rg68340_0.mp4
Nibewining gidizhi-gawishim gii-ani-dibikak. Mii imaa endazhi-bawaajigeyan.,Lie down in bed when it gets dark. That's where you have your dreams.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/nibewin___ex118__nj522127.mp4
Naawizid gii'-izhi-badakizideshin.,He got a sliver in the middle of his foot.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naawizid___ex93__nj520021_0.mp4
Niwii-manise dagwaagig.,I'm going to cut wood this fall.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dagwaagin__ii_ex__sp65210_0.mp4
Mii 'i gikendaagwak oshki-dagwaaging. Gii-pimwewidamoog igi nikag.,You can tell it is early fall. I heard the geese going by.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/oshki-dagwaagin__ii_ex__sp65977_0.mp4
Zhaawanong izhisewag maangwag gii-dagwaagig.,Loons fly south in the fall.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/dagwaagin___ex70__nj611356.mp4
Noomaya naa gii-gopii o-giiwosed. Baabige naa bagamoondaaso.,It was just a little while ago that he went into the woods to hunt. He already packed his game here.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/noomaya__av_ex__espo65820_0.mp4
Ginwaakozi 'aw zhingwaak gaa-kawiboonag.,The pine tree I sawed down is tall.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ginwaakozi__ai_ex__sp65689_0.mp4
Gii'-mookwaajimo gii-dibaajimaad gaa'-inaapinenid omaamaayibaniin.,She was teary-eyed when she told how her grandmother passed away.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mookwaajimo___ex84__nj523102.mp4
Ogii-wiisagishkawaan oshiimeyan gii-apabaanaad.,He hurt his little brother when he sat on him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/apabaazh__ta_ex__sp65752_0.mp4
Gii-takakamigaabaawe dibikong gii-gimiwang. Ganabaj gii'-mikwaminaaniwan.,The rain last night made the ground cold. I think there might have been some hail with it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/dakakamigaabaawe___ex63__nj591040.mp4
Gii-kwanabise iwe biskitenaagan imaa adoopowinaakong gaa-ateg.,The birch bark tray that was sitting on the table tipped over.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gwanabise__ii_ex__sp67240_0.mp4
Onzaam wayiiba gii-kijigwaashkwani imaa manoominike-jiimaanensing gaa-onji-gwanabisenig.,He jumped out of the rice boat too soon and that's why it tipped over.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gijigwaashkwani___ex140__es562172.mp4
Obi-zaagidoomaan ogwizisensan. Dikinaaganing dakobizowan.,He came out carrying his little son on his back in a cradle board.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/zaagidoom___ex122__nj529109.mp4
Naabinootawishin.,Repeat what I say!,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naabinootaw___ex138__nj61161806.mp4
Ogii-nishki'aan iniw oosan gii-naabinootawaad.,He got his father mad for repeating what he said.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/naabinootaw___ex108__es564009.mp4
Aaniin enaanzod?,What color is it (animate)?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaanzo___ex115__nj522010.mp4
Niibiwa misan ogii-kiishka'aanan, ge-bagidinamaan gabe-biboon.,S/he chopped a lot of wood I can put on the fire all winter.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/giishka_an___ex112__nj523023.mp4
Gego ganage baashkibidooken imaa miniiwininjiyin.,Don't you dare pop that blister on your hand.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/baashkibidoon__ti2_ex__sp65786_0.mp4
Gego ganage debwetawaaken aana-wiizhaamik.,Don't ever listen to him if he asks you to go along.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gego_20ganage___ex146__es562174.mp4
Ingii-amwaa wiishkobi-bakwezhigan gii-tibishkaayaan.,I ate cake when I had my birthday.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiishkobi-bakwezhigan__na_ex__rg68105_0.mp4
Tayaa, niwii-amwaaban awe zaasagokwaan.,Oh, I was going to eat that fry bread.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zaasagokwaan__na_ex__sp69017_0.mp4
Ogii'-agaasikonaan mishiiminan jibwaa-amwaad.,She cut the apple into smaller pieces before she ate it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaasikozh___ex107__nj592118.mp4
Ogii-piindaabikinaan iniwen mizisen waa-amwaawaad waabang wii-sagaswe'iwewaad.,She put  the turkey they're going to have for their gathering tomorrow in the oven.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biindaabikin___ex37__es673055.mp4
Mii go wenda-baasoyaan. Gidayaawaa na asemaa.,I'm really dry (need a chew). Do you have any tobacco?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/baaso__ai_ex__sp66358ad_0.mp4
Aasamaateshim gidamikwayaan ji-baasod.,Put your beaver board so the sun will dry it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/aasamaateshim___ex116__nj620078.mp4
Biindigewebin gidaagimag. Da-baasowag omaa biindig.,Throw your snowshoes inside. They will dry here inside.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/biindigewebin___ex65__nj591142.mp4
Weweni ozagakiiginaa' ogiziingwe'ona' gaa-paasonid.,She folded her towels neatly after they were dry.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/zagakiigin___ex60__nj591034.mp4
Maamakaadendam gaa-apiitaasigenid ini dibiki-giizisoon dibikong.,He was amazed at how bright the moon was last night.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/maamakaadendam___ex27__es666078.mp4
Aaniin epiitaasiged.,What phase is the moon in?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/apiitaasige___ex38__nj591160.mp4
Aaniin epiitaasiged manoominikewi-giizis.,How far along is the rice-picking moon?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/manoominikewi-giizis___ex39__nj591160.mp4
Gaagiijigidigwewag igiweg gaa-apakwewaad niizho-giizhig.,Those roofers that were working for two days have very sore knees.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaagiijigidigwe___ex56__es564162.mp4
Mangaadigonam. Ganabaj gichi-name gaa-googa'ang.,There's a big ripple. I think it was a big sturgeon jumping out of the water.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mangaadigonam___ex60__nj61130508.mp4
Gabe-zhebaa madwesin giigidoo-biiwaabikoons.,The phone rang all morning long (this morning).,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gabe-zhebaa___ex98__nj610006_1.mp4
Niizhwaabik ashi-aabita odinagimaan iniwen midaaso-dibaabiishkoojigan iniw opiniin.,He's charging $2.50 for ten pounds of potatoes.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inagim__ta_ex__sp67083_0.mp4
Awenen gaa'-inagimind ji-ogimaakaaniwid.,Who was elected chief?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inagim___ex85__nj611391.mp4
Minwapikaade apikaanashk gaa-agoodeg biinjidaabaan.,The sweetgrass hanging in the car is nicely braided.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/minwapikaade___ex104__nj611406.mp4
Bigishkanimaagozi waawaashkeshi onzaam gabeya'ii gii'-agoojin imaa mitigong.,The deer smells rotten because it was hanging up in the tree too long.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bigishkanimaagozi___ex136__nj61134905.mp4
Niwaanda-wiinendaan naa 'i naboob.,That soup seems real dirty to me.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinendan__ti1_ex__rg68370_0.mp4
Aazhawikana odanimiwinaan iniw maanishtaanishan.,He's taking the sheep across the road.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/animiwizh__ta_ex__sp65337_0.mp4
Agaawaa go ogashkinaan iniwen ingodooshkin opiniin.,He's barely able to lift that sack of potatoes.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gashkinan___ex61__es564094.mp4
Agaawaa ingii-pi-gashkinaan jiimaan gii-bi-gabadooyaan.,I could barely lift my canoe when I portaged over.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gashkinan___ex105__nj526102.mp4
Memeshkwad gii-kaakaadoowag ogow gaa-makizinataagewaad.,The moccasin game players took turns doing the hiding.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/memeshkwad__av_ex__espo65820ad_0.mp4
Memeshkwad manisewag ningozisag.,My sons take turns cutting wood.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/memeshkwad___ex43__rg683035.mp4
Bizaan igo.,Go ahead!,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bizaan_20igo___ex60__nj591164.mp4
Bizaan igo ani-maajiidoon.,Just go ahead and take it with you.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bizaan___ex27__es563112.mp4
Bizaan igo. Bezhig odaapinan.,Go ahead and take one.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bizaan_20igo___ex331__nj520061.mp4
Oshki-adaawewigamigong gii-ondadaawe i'iw zhiiwitaagani-gookoosh.,He bought that salt pork from Saum.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ondadaawe__ai_ex__sp66849_0.mp4
Okwadaawewigamigong gii'-awi-ondadaawe Njim.,Jim went and bought his stuff at the wholesale store.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ondadaawe___ex81__nj611395.mp4
Bebangii nindashamaag igiw abinoojiinyag ozhaashi-manoomin. Gaawiin ganabaj ominwendanziinaawaa.,I only fed each of the the kids a little bit of oatmeal. I don't think they like it.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/bebangii__av_ex__rg68135_0.mp4
Indaga naa asham a'awe. Mii gosha go naa wenda-waabiiganaandang.,You'd better feed him. This person is turning kind of pale on us.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/waabiiganaandam__ai2_ex__sp67672_0.mp4
Miigwech bangii ashamiyan.,Thanks for giving me a little bit of food. [joking insult],es,https://s3.amazonaws.com/ojibwe-audio-transcoded/miigwech__pc_ex__sp66927_0.mp4
Gigii-ashamigoo na zhigwa. | Mii eta go 'i gaa-ashamigooyaan gaa-mimigoseg.,[in the hospital] Did they feed you yet? | They've only fed me jello!,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mimigose__ii_ex__sp66909_0.mp4
Wegonen waa'-ashamigooyang.,What are they serving us?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/asham___ex27__nj820029.mp4
Awenen waa'-ozaawaakizwaad giboziganan. Midaaswi awiyag gidaa-ashamaanaanig.,Who's going to make the toast.? We've got ten people to feed out there.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozaawaakizwi___ex40__nj529085.mp4
Odiba'oonaan minik eshamaad ji-onzaamashkinesinid.,She gave her just enough to eat so she won't get sick from it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/diba_oozh___ex62__nj523037.mp4
Nibwaanawi'aa ji-giishkowed awe aabidademod.,I'm not able to stop him from continually crying,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabidademo__ai_ex__sp67204_0.mp4
Mii go ji-bwaanawi'ad aana-wii-gichiwinad. Ojaanimendam iwidi wii-azhegiiwed gaa-pi-onji-bazigwiid. Amanj gaa-izhiwebadogwen iwidi.,You won't be able to hold him back. He wants to go back where he came from because something happened over there.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ojaanimendam__ai2_ex__sp67552ad_0.mp4
Obwaanawi'aan ji-bakonaad waaboozoon; onzaam okanaapinewininjii.,She's not able to skin a rabbit because of the arthritis in her hands.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/okanaapinewininjii___ex74__nj611371.mp4
Gagwaanisagakamig iidog gaa-gii'-aapijishinowaad odaabaaning.,What a tragic car accident!,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gagwaanisagakamig___ex88__nj520005_0.mp4
Niwii'-agwaa'oodoon nimbawa'amowin; onzaam mooshkine ninjiimaan.,I'm going to take my load of rice ashore because my canoe is too full.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agwaa_oodoon___ex65__nj606085.mp4
Awasajiw izhijiwan 'i ziibiins.,The stream flows to the other side of the hill.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/awasajiw__av_ex__sp65578add_0.mp4
Gii-aazhawishkaawaad imaa ziibiinsing gii-pimaadagaaziiwag.,When they crossed the stream, they waded through the water.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bimaadagaazii__ai_ex__sp65509_0.mp4
Hay', aazha apane gii'-ani-agwaazii mooz.,Oops, the moose already got out of the water (and is gone).,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agwaazii___ex123__nj594136.mp4
Baabige iidog gigii-kiziibiiginaagane. Mewinzha gigii-pwaamin.,It's about time you washed dishes. You wouldn't when I asked you before.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/baabige__av_ex__rg68328_0.mp4
Obwaamaan ji-manisaagod odawemaan.,He refused to cut wood for his sister.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bwaam___ex76__nj611371.mp4
Obwaamaa' oozhisa' aana-gawishimonizha'waad.,She couldn't make grandchildren to go to bed.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bwaam___ex81__nj611372.mp4
Agaawaa bapagidanaamo awe gaa-agwaayaadagaad. Mishawagaam gii-ondaadagaa.,The one who just came ashore is gasping for breath. He swam from way out in the lake.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mishawagaam__av_ex__sp66830_0.mp4
Giinitam oninigen.,You deal first. / It's your turn to deal.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/giinitam__pr_ex__sp65681_2.mp4
Indaga o-wiidookaw awe nookomis baadaadagaaziid.,Please go help my grandmother wade across.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biidaadagaazii__ai_ex__sp65509_0.mp4
Nindaanis ningii-wiidookaag gii-gashkigwaadamaang niwaaboowayaan.,My daughter helped when we sewed my blanket.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gashkigwaadan__ti1_ex__rg68158_0.mp4
Ningii-wiidookawaa niinim gii-tazhiikang iwe, i'iw manoomin. Ingii-kidasige.,I helped my brother-in-law when he processed wild rice. I parched the rice.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/gidasige__ai_ex__rg68448ad_0.mp4
Maagizhaa awiya gidaa-wiidookawaa.,Maybe you can help somebody.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/maagizhaa___ex103__nj520022_0.mp4
Ogii-azhesidoon i'iw mazina'igan gaa-kibisininig.,He set the book that was blocking the way further back.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/azhesidoon__ti2_ex__sp65565_0.mp4
Mitakamigaang baa-moozhaganjige mooningwane.,A flicker goes around feeding on the ground.,gj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mooningwane___ex110__gj512064.mp4
Ningii'-agwaaba'iwemin minisaabikong; onzaam onzikaa jiimaan. Akawe ningii-pigiikaadaamin.,We had to get off in a hurry at the reef because our canoe was leaking. First thing, we patched it with pitch.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bigiikaadan___ex54__nj61130507.mp4
Enigok wiikobidoon.,Pull harder.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/enigok___ex60__nj520002_0.mp4
Nibwaanawitoon aana-wiikobidooyaan. Indaga ombidiyenin.,I can't pull it out. Please raise your butt [off it].,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ombidiyeni__ai_ex__sp65950_0.mp4
Weweni minonan iwe mitigwaab jibwaa-wiikobidooyan.,Grasp and hold that bow right before you pull it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/minonan__ti1_ex__sp67448_0.mp4
Gii-kinjiba'iwe aana-wii-pi-naanind ji-o-miigaadang ishkode.,The one they were going to go pick up to fight the fire ran away.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ginjiba_iwe__ai_ex__sp67012_0.mp4
Omiigaadaanaawaa ishkode.,They are fighting a fire.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/miigaadan__ti1_ex__sp69033_0.mp4
Omiigaadaan odanokiiwin ji-ganawendang.,She's fighting to keep her job.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/miigaadan___ex24__nj523113.mp4
Nimiigaadaan indakiim ji-ganawendamaan.,I'm fighting to keep my land.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/aki___ex25__nj523113.mp4
Waabanong ondwewe 'aw gaa-pi-noondaagozid.,He who sounded came from the east.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/waabanong__av_ex__sp65577_0.mp4
Waabanong zaagijiwe 'a giizis.,The sun comes up in the east.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/waabanong__av_ex__sp65208_0.mp4
Waabanong bi-onji-mooka'an endaso-giizhik.,The sun comes up from the east every day.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/waabanong___ex87__nj520035_0.mp4
Gii-padakijigaazo aazhideyaatig iwidi jiigaatig.,They stood up the cross by the wall.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/jiigaatig__av_ex__sp65325_0.mp4
Aasamishim gidaagimag jiigaatig.,Lean your snowshoes up against a tree.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/jiigaatig___ex66__nj520016_0.mp4
Jiigaatig imaa ingii-ni-asaa asemaa.,I went over and put tobacco by the tree.,gh,https://s3.amazonaws.com/ojibwe-audio-transcoded/jiigaatig___ex98__gh687093.mp4
Ogidaatig namadabi 'aw omakakii.,The frog is sitting on top of the log.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ogidaatig__av_ex__sp65319_0.mp4
Ogidaatig nanaamadabi bizhiins.,A cat is sitting on the log.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ogidaatig___ex179__nj520046.mp4
Gaawiin ganage indaa-anoonaasii awe goopadizid.,No way can I get that nerd to do this for me.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/goopadizi__ai_ex__sp66419_0.mp4
Otigwaanining ogii'-inaganaamaan gii-bishigwaganaandang bikwaakwad. Ganabaj ogii-kiiwashkweganaamaan.,He hit him in the head when he missed the ball. I think he knocked him unconscious.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaganaam___ex56__nj591032.mp4
Boozitoon iniw makakoon imaa odaabaaning.,Load those boxes into the car.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/makak__ni_ex__rg68124_0.mp4
"Manidoowi" inaajimaa awe ogimaa-bineshiinh.,They say the kingbird is a spiritual being.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/manidoowi___ex40__es562140.mp4
Mii 'i inagakeyaa enaajimaad.,That's the way he tells about him.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inagakeyaa__av_ex__sp65264_0.mp4
Bepesho nindadaakokii.  Niwiisagendam nikaad.,I take short steps. My leg is hurting me.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/bepesho__av_ex__rg68325_0.mp4
Weweni go dadaakokiin. Anooj igo inakamigaa.,Tread very carefully, The ground is rough.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inakamigaa__ii_ex__sp66497_0.mp4
Ogii-bitaganaandaan gaa-onji-baasa'ang i'iw waasechigan.,He accidentally hit the window and that's how he broke it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/baasa_an__ti1_ex__sp66434_0.mp4
Mitaagonag odapagidoon onagizh gaa-gii'-abwaadang.,He threw the sausage on the snow (to cool) after he roasted it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mitaagonag___ex194__nj520093.mp4
Gigii-aanjidaabaane. Wawiinge go gigichi-mazina'ige miinawaa.,You got a another car. Owe a lot on credit again?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mazina_ige__ai_ex__sp66884_0.mp4
